TN40,TN40,TN40,TN40,TN40,TN40,TN40,TN40,TN40,TN40,TN40,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42,TN42
CSDEP,CSDIR,CTCN,CTCNIA,NCCO,TYCNGR,CTCNGR,COARCL,CTADR0,NIAF,NIAFBT,CITPCN,LTCN,NRTP,DAIMRE,DAIMMJ,LTCU,CITPFI,CICNFI,CIRGFI,CIDPFI,TXCNT0,TXCNS0,TXCNA0,TXCH2,TXCNU0,TXCNZ2,TXCH24,TXCH23,TXCH0,TXCH1,MOCHD,MNDPDF,MNCHDF,MNCHD,MBTP01,MBTP02,MBTP03,MBTP04,MBTP05,MBTP06,MBTP07,MBTP08,MBTP09,MBTP10,MBTP11,MBTP12,MBTP13,MBTP14,MBTP15,MBTP16,MBTP17,MBTP18,MBTP19,MBTP20,MBTP21,MBTP22,MBTP23,MBTP24,FILLER,CICNGP,FILLER,BX001A
Code departement,Numero de direction sur 1c,CODE COMMUNE DE L'AFT,ancien code cne en presence d ifp,numero de compte fichier coll CFE,type EPCI,code EPCI,type article sur 2 caracteres,code voie du lieu d'imposition,NUMERO IMMEUBLE DE L'AFT,indice repetition b/t/q cfe type 1,indicateur commune differee,Libelle commune au 1/1,numero de role CFE,Date de mise en recouvrement,Date de majoration,LIBELLE DU GROUPEMENT DE COMMUNES,copie role EPCI (CV),"copie de role commune (C,V,"""")","copie role region (C,V,"" "")","copie role departement (C,V,"" "")",taux cfe commune 8 car.                             9(3)V9(5),taux cfe synd. sans fisc propre 8c                  9(3)V9(5),tx cfe add. ou tx uni. hors ZAE 8 c.                9(3)V9(5),taux tse 8 car.                                     9(3)V9(5),taux cfe unique applicable 8 car.                   9(3)V9(5),taux cfe dans la zde 8 caracteres                   9(3)V9(5),taux CFE TGEMAPI                                    9(3)V9(5),taux CFE TASARIF                                    9(3)V9(5),taux chambre de commerce 8 car.                     9(3)V9(5),taux chambre des metiers 8 car.                     9(3)V9(5),total contribution fixe CMA,DF departemental Moselle,droit fixe vote par ass permanente,total des 2 drts fixes + add chm,BM CA <= 10 000 TC HZ,BM CA <= 10 000 TP HZ,BM 10 000 < CA <= 32 600 TC HZ,BM 10 000 < CA <= 32 600 TP HZ,BM 32 600 < CA <= 100 000 TC HZ,BM 32 600 < CA <= 100 000 TP HZ,BM 100 000 < CA <= 250 000 TC HZ,BM 100 000 < CA <= 250 000 TP HZ,BM 250 000 < CA <= 500 000 TC HZ,BM 250 000 < CA <= 500 000 TP HZ,BM CA > 500 000 TC HZ,BM CA > 500 000 TP HZ,BM CA <= 10 000 TC CNE/FPU,BM CA <= 10 000 TP CNE/FPU,BM 10 000 < CA <= 32 600 TC CNE/FPU,BM 10 000 < CA <= 32 600 TP CNE/FPU,BM 32 600 < CA <= 100 000 TC CNE/FPU,BM 32 600 < CA <= 100 000 TP CNE/FPU,BM 100 000 < CA <= 250 000 TC CNE/FU,BM 100 000 < CA <= 250 000 TP CNE/FU,BM 250 000 < CA <= 500 000 TC CNE/FU,BM 250 000 < CA <= 500 000 TP CNE/FU,BM CA > 500 000 TC CNE/FPU,BM CA > 500 000 TP CNE/FPU,,indicateur cne dans MGP,,ZONE BANALISEE 1 CARACTERE X
16,0,283,   ,0,V,230,A1,    ,    , ,P,RONSENAC                      ,92,20221031,20221215,LAVALETTE TUDE DRONNE                             ,V, ,C,V,0,0,0,67600,2247000,0,65200,0,142000,364000,135,0,135,135,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,284,   ,0,V,230,A1,    ,    , ,P,ROUFFIAC                      ,92,20221031,20221215,LAVALETTE TUDE DRONNE                             ,V, ,C,V,0,0,0,67600,2247000,0,65200,0,142000,364000,135,0,135,135,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,285,   ,0,V,230,A1,    ,    , ,P,ROUGNAC                       ,92,20221031,20221215,LAVALETTE TUDE DRONNE                             ,V, ,C,V,0,0,0,67600,2247000,0,65200,0,142000,364000,135,0,135,135,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,302,   ,0,V,230,A1,    ,    , ,P,SAINT-AVIT                    ,92,20221031,20221215,LAVALETTE TUDE DRONNE                             ,V, ,C,V,0,0,0,67600,2247000,0,65200,0,142000,364000,135,0,135,135,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,331,   ,0,V,230,A1,    ,    , ,P,ST-LAURENT-DES-COMBES         ,92,20221031,20221215,LAVALETTE TUDE DRONNE                             ,V, ,C,V,0,0,0,67600,2247000,0,65200,0,142000,364000,135,0,135,135,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,334,   ,0,V,230,A1,    ,    , ,P,SAINT-MARTIAL                 ,92,20221031,20221215,LAVALETTE TUDE DRONNE                             ,V, ,C,V,0,0,0,67600,2247000,0,65200,0,142000,364000,135,0,135,135,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,346,   ,0,V,230,A1,    ,    , ,P,ST QUENTIN DE CHALAIS         ,92,20221031,20221215,LAVALETTE TUDE DRONNE                             ,V, ,C,V,0,0,0,67600,2247000,0,65200,0,142000,364000,135,0,135,135,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,347,   ,0,V,230,A1,    ,    , ,P,SAINT ROMAIN                  ,92,20221031,20221215,LAVALETTE TUDE DRONNE                             ,V, ,C,V,0,0,0,67600,2247000,0,65200,0,142000,364000,135,0,135,135,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,350,   ,0,V,230,A1,    ,    , ,P,SAINT SEVERIN                 ,92,20221031,20221215,LAVALETTE TUDE DRONNE                             ,V, ,C,V,0,0,0,67600,2247000,0,65200,0,142000,364000,135,0,135,135,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,362,   ,0,V,230,A1,    ,    , ,P,SALLES-LAVALETTE              ,92,20221031,20221215,LAVALETTE TUDE DRONNE                             ,V, ,C,V,0,0,0,67600,2247000,0,65200,0,142000,364000,135,0,135,135,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,394,   ,0,V,230,A1,    ,    , ,P,VAUX LAVALETTE                ,92,20221031,20221215,LAVALETTE TUDE DRONNE                             ,V, ,C,V,0,0,0,67600,2247000,0,65200,0,142000,364000,135,0,135,135,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,408,   ,0,V,230,A1,    ,    , ,P,VILLEBOIS LAVALETTE           ,92,20221031,20221215,LAVALETTE TUDE DRONNE                             ,V, ,C,V,0,0,0,67600,2247000,0,65200,0,142000,364000,135,0,135,135,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,424,   ,0,V,230,A1,    ,    , ,P,YVIERS                        ,92,20221031,20221215,LAVALETTE TUDE DRONNE                             ,V, ,C,V,0,0,0,67600,2247000,0,65200,0,142000,364000,135,0,135,135,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,537,537,872,872,1044,1044,1306,1306,1567,1567,1829,1829,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,109,   ,0,V,286,A1,    ,    , ,P,COURBILLAC                    ,92,20221031,20221215,ROUILLACAIS                                       ,V, ,C,V,0,0,0,67600,2400000,0,41900,0,142000,364000,135,0,135,135,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,121,   ,0,V,286,A1,    ,    , ,P,DOUZAT                        ,92,20221031,20221215,ROUILLACAIS                                       ,V, ,C,V,0,0,0,67600,2400000,0,41900,0,142000,364000,135,0,135,135,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,123,   ,0,V,286,A1,    ,    , ,P,ECHALLAT                      ,92,20221031,20221215,ROUILLACAIS                                       ,V, ,C,V,0,0,0,67600,2400000,0,41900,0,142000,364000,135,0,135,135,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,148,   ,0,V,286,A1,    ,    , ,P,GENAC-BIGNAC                  ,92,20221031,20221215,ROUILLACAIS                                       ,V, ,C,V,0,0,0,67600,2400000,0,41900,0,142000,364000,135,0,135,135,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,207,   ,0,V,286,A1,    ,    , ,P,MARCILLAC-LANVILLE            ,92,20221031,20221215,ROUILLACAIS                                       ,V, ,C,V,0,0,0,67600,2400000,0,41900,0,142000,364000,135,0,135,135,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,208,   ,0,V,286,A1,    ,    , ,P,MAREUIL                       ,92,20221031,20221215,ROUILLACAIS                                       ,V, ,C,V,0,0,0,67600,2400000,0,41900,0,142000,364000,135,0,135,135,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,221,   ,0,V,286,A1,    ,    , ,P,MONS                          ,92,20221031,20221215,ROUILLACAIS                                       ,V, ,C,V,0,0,0,67600,2400000,0,41900,0,142000,364000,135,0,135,135,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,286,   ,0,V,286,A1,    ,    , ,P,ROUILLAC                      ,92,20221031,20221215,ROUILLACAIS                                       ,V, ,C,V,0,0,0,67600,2400000,0,41900,0,142000,364000,135,0,135,135,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,298,   ,0,V,286,A1,    ,    , ,P,SAINT-AMANT-DE-NOUERE         ,92,20221031,20221215,ROUILLACAIS                                       ,V, ,C,V,0,0,0,67600,2400000,0,41900,0,142000,364000,135,0,135,135,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,312,   ,0,V,286,A1,    ,    , ,P,SAINT-CYBARDEAUX              ,92,20221031,20221215,ROUILLACAIS                                       ,V, ,C,V,0,0,0,67600,2400000,0,41900,0,142000,364000,135,0,135,135,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,320,   ,0,V,286,A1,    ,    , ,P,SAINT GENIS D'HIERSAC         ,92,20221031,20221215,ROUILLACAIS                                       ,V, ,C,V,0,0,0,67600,2400000,0,41900,0,142000,364000,135,0,135,135,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,339,   ,0,V,286,A1,    ,    , ,P,VAL-D'AUGE                    ,92,20221031,20221215,ROUILLACAIS                                       ,V, ,C,V,0,0,0,67600,2400000,0,41900,0,142000,364000,135,0,135,135,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,395,   ,0,V,286,A1,    ,    , ,P,VAUX-ROUILLAC                 ,92,20221031,20221215,ROUILLACAIS                                       ,V, ,C,V,0,0,0,67600,2400000,0,41900,0,142000,364000,135,0,135,135,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,542,534,1070,534,1070,534,1070,534,1070,534,1070,534,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,5,5,0,V,383,A1,    ,    , ,P,AIGRE                         ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,2036000,0,383000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,536,536,752,752,889,889,849,849,739,739,678,678,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,5,411,0,V,383,A1,    ,    , ,P,AIGRE                         ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,1894000,0,383000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,536,536,752,752,889,889,849,849,739,739,678,678,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,8,   ,0,V,383,A1,    ,    , ,P,AMBERAC                       ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,C,C,V,2441000,0,386000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,542,693,693,693,693,693,693,693,693,693,693,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,11,   ,0,V,383,A1,    ,    , ,P,ANAIS                         ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,2313000,0,386000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,437,875,437,875,437,875,437,875,437,875,437,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,23,23,0,V,383,A1,    ,    , ,P,AUNAC SUR CHARENTE            ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,2242000,0,404000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,439,439,396,396,396,396,396,396,686,686,919,919,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,23,33,0,V,383,A1,    ,    , ,P,AUNAC SUR CHARENTE            ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,2242000,0,404000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,439,439,396,396,396,396,396,396,686,686,919,919,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,23,94,0,V,383,A1,    ,    , ,P,AUNAC SUR CHARENTE            ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,2242000,0,404000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,439,439,396,396,396,396,396,396,686,686,919,919,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,24,   ,0,V,383,A1,    ,    , ,P,AUSSAC-VADALLE                ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,2157000,0,386000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,542,943,943,943,943,943,943,943,943,943,943,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,27,   ,0,V,383,A1,    ,    , ,P,BARBEZIERES                   ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,1776000,0,383000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,542,1083,564,1129,564,1129,564,1129,564,1129,564,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,42,   ,0,V,383,A1,    ,    , ,P,BESSE                         ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,2176000,0,383000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,432,863,432,863,432,863,432,863,432,863,432,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,68,   ,0,V,383,A1,    ,    , ,P,CELLEFROUIN                   ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,2070000,0,404000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,402,804,402,804,402,804,402,804,402,804,402,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,69,   ,0,V,383,A1,    ,    , ,P,CELLETTES                     ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,1983000,0,404000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,365,732,365,732,365,732,365,732,365,732,365,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,81,   ,0,V,383,A1,    ,    , ,P,LA CHAPELLE                   ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,C,C,V,2132000,0,386000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,542,1083,568,1138,568,1138,568,1138,568,1138,568,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,83,   ,0,V,383,A1,    ,    , ,P,CHARME                        ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,2219000,0,383000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,542,756,756,756,756,756,756,756,756,756,756,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,95,   ,0,V,383,A1,    ,    , ,P,CHENON                        ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,1859000,0,404000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,347,696,347,696,347,696,347,696,347,696,347,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,108,   ,0,V,383,A1,    ,    , ,P,COULONGES                     ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,2472000,0,386000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,497,991,497,991,497,991,497,991,497,991,497,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,122,   ,0,V,383,A1,    ,    , ,P,EBREON                        ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,2166000,0,383000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,341,681,341,681,341,681,341,681,341,681,341,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,140,   ,0,V,383,A1,    ,    , ,P,FONTCLAIREAU                  ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,C,C,V,2273000,0,404000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,434,868,434,868,434,868,434,868,434,868,434,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,141,   ,0,V,383,A1,    ,    , ,P,FONTENILLE                    ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,1695000,0,404000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,381,756,381,756,381,756,381,756,381,756,381,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,144,   ,0,V,383,A1,    ,    , ,P,FOUQUEURE                     ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,1920000,0,383000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,474,945,474,945,474,945,474,945,474,945,474,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,155,   ,0,V,383,A1,    ,    , ,P,LES GOURS                     ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,1699000,0,383000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,376,751,376,751,376,751,376,751,376,751,376,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,173,   ,0,V,383,A1,    ,    , ,P,JUILLE                        ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,1966000,0,404000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,280,559,280,559,280,559,280,559,280,559,280,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,184,   ,0,V,383,A1,    ,    , ,P,LICHERES                      ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,2248000,0,404000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,338,675,338,675,338,675,338,675,338,675,338,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,185,   ,0,V,383,A1,    ,    , ,P,LIGNE                         ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,2345000,0,383000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,290,577,290,577,290,577,290,577,290,577,290,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
16,0,191,   ,0,V,383,A1,    ,    , ,P,LONNES                        ,92,20221031,20221215,COEUR DE CHARENTE                                 ,V,V,C,V,2077000,0,404000,67600,2645000,0,46700,0,142000,364000,135,0,135,135,542,427,853,427,853,427,853,427,853,427,853,427,346,346,511,511,531,531,531,531,531,531,531,531,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,N,     ,X
